รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาทุนต่อหน่วย,ราคาขายต่อหน่วย,ยอดยกมา,มูลค่ายกมา,รหัสร้านค้า,รูปสินค้า,flag_activate,admin_note
P230-000138,วัสดุใช้ไป,ผ้าม็อบ สำหรับถูพื้น แบบเปียก ขนาด 12 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผืน,80,,5,400,,,TRUE,
P230-000139,วัสดุใช้ไป,ผ้าห่ม สำหรับถูพื้น,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผืน,160,,22,"3,520.00",,,TRUE,
P230-000140,วัสดุใช้ไป,แผ่นขัดพื้น ขนาด 18 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,400,,0,0,,,TRUE,
P230-000141,วัสดุใช้ไป,ฝอย ชนิดแสตนเลส ขนาด 14 กรัม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,15,,42,630,,,TRUE,
P230-000142,วัสดุใช้ไป,ไพล,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,35,,0,0,,,TRUE,
P230-000143,วัสดุใช้ไป,ฟองน้ำ แบบหุ้มตาข่าย,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,15,,0,0,,,TRUE,
P230-000144,วัสดุใช้ไป,ฟอยล์ ขนาด 18 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,85,,0,0,,,TRUE,
P230-000145,วัสดุใช้ไป,ไฟแช็ค,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,10,,0,0,,,TRUE,
P230-000146,วัสดุใช้ไป,มะกรูด,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,40,,0,0,,,TRUE,
P230-000147,วัสดุใช้ไป,มะนาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กิโลกรัม,100,,0,0,,,TRUE,
P230-000148,วัสดุใช้ไป,ไม้กวาด ชนิดดอกหญ้า,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,50,,14,700,,,TRUE,
P230-000149,วัสดุใช้ไป,ไม้กวาด ชนิดทางมะพร้าว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,60,,9,540,,,TRUE,
P230-000150,วัสดุใช้ไป,ไม้กวาด ชนิดทางมะพร้าว สำหรับกวาดหยากไย่,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,45,,3,135,,,TRUE,
P230-000151,วัสดุใช้ไป,ไม้กวาด ชนิดพลาสติก สำหรับกวาดหยากไย่ แบบปรับระดับได้,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,290,,1,290,,,TRUE,
P230-000152,วัสดุใช้ไป,ไม้ดันฝุ่น แบบด้ามไม้ พร้อมผ้าดันฝุ่น ขนาดยาว 24 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,450,,4,"1,800.00",,,TRUE,
P230-000153,วัสดุใช้ไป,ไม้ดันฝุ่น แบบด้ามอลูมิเนียม ขนาดยาว 24 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,300,,6,"1,800.00",,,TRUE,
P230-000154,วัสดุใช้ไป,ไม้ถูพื้น ขนาด 10 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,130,,4,520,,,TRUE,
P230-000155,วัสดุใช้ไป,ไม้ปัดขนไก่ แบบด้ามพลาสติก,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,160,,4,640,,,TRUE,
P230-000156,วัสดุใช้ไป,ไม้ยางรีดน้ำ ขนาด 18 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,295,,1,295,,,TRUE,
P230-000157,วัสดุใช้ไป,ยางวง แบบเส้นเล็ก ขนาด 500 กรัม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ห่อ,110,,5,550,,,TRUE,
P230-000158,วัสดุใช้ไป,ยางวง แบบเส้นใหญ่ ขนาด 500 กรัม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ห่อ,110,,1,110,,,TRUE,
P230-000159,วัสดุใช้ไป,รองเท้า แบบบู๊ท เบอร์ 10 สีดำ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,145,,1,145,,,TRUE,
P230-000160,วัสดุใช้ไป,รองเท้า แบบบู๊ท เบอร์ 10.5 สีดำ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,145,,0,0,,,TRUE,
P230-000161,วัสดุใช้ไป,รองเท้า แบบบู๊ท เบอร์ 11 สีดำ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,145,,2,290,,,TRUE,
P230-000162,วัสดุใช้ไป,รองเท้า แบบบู๊ท เบอร์ 11.5 สีดำ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,145,,15,"2,175.00",,,TRUE,
P230-000163,วัสดุใช้ไป,รองเท้า แบบบู๊ท เบอร์ 12 สีดำ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,145,,3,435,,,TRUE,
P230-000164,วัสดุใช้ไป,รองเท้า ชนิดฟองน้ำ เบอร์ 10,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45,,11,495,,,TRUE,
P230-000165,วัสดุใช้ไป,รองเท้า ชนิดฟองน้ำ เบอร์ 11,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45,,6,270,,,TRUE,
P230-000166,วัสดุใช้ไป,รองเท้า ชนิดฟองน้ำ เบอร์ 11.5,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,45,,0,0,,,TRUE,
P230-000167,วัสดุใช้ไป,รองเท้า ชนิดยางพารา เบอร์ L,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,95,,8,760,,,TRUE,
P230-000168,วัสดุใช้ไป,รองเท้า ชนิดยางพารา เบอร์ LL,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,95,,11,"1,045.00",,,TRUE,
P230-000169,วัสดุใช้ไป,รองเท้า ชนิดยางพารา เบอร์ M,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,95,,15,"1,425.00",,,TRUE,
P230-000170,วัสดุใช้ไป,รองเท้า ชนิดยางพารา เบอร์ XL,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,95,,1,95,,,TRUE,
P230-000171,วัสดุใช้ไป,ลังถึง เบอร์ 36,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ชุด,800,,40,"32,000.00",,,TRUE,
P230-000172,วัสดุใช้ไป,สก็อตไบร์ท แบบแผ่นเล็ก ขนาด 4.5*6 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แผ่น,30,,52,"1,560.00",,,TRUE,
P230-000173,วัสดุใช้ไป,สก็อตไบร์ท แบบแผ่นใหญ่ ขนาด 6*9 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แผ่น,30,,0,0,,,TRUE,
P230-000174,วัสดุใช้ไป,สบู่ แบบก้อนเล็ก ขนาด 10 กรัม,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ก้อน,2,,80,160,,,TRUE,
